Student Name,Student ID,GPA,Tardies,Grade Level,Absences,Missing Assignments
Student 8469,9469,3.39,10,12,13,5
Student 8470,9470,3.54,2,12,7,2
Student 8471,9471,2.42,5,9,2,3
Student 8472,9472,1.38,2,10,11,0
Student 8473,9473,2.88,2,9,12,2
Student 8474,9474,3.86,2,9,11,4
Student 8475,9475,2.36,0,11,2,0
Student 8476,9476,3.39,10,12,6,5
Student 8477,9477,2.88,8,12,0,2
Student 8478,9478,4.29,2,12,10,3
Student 8479,9479,4.24,7,9,12,1
Student 8480,9480,2.0,0,11,1,0
Student 8481,9481,2.17,8,12,9,0
Student 8482,9482,3.6,5,9,4,4
Student 8483,9483,4.11,6,10,0,2
Student 8484,9484,3.35,5,10,7,5
Student 8485,9485,2.52,0,9,8,4
Student 8486,9486,1.95,5,12,11,4
Student 8487,9487,2.76,10,9,1,3
Student 8488,9488,0.86,4,12,12,3
Student 8489,9489,1.28,9,10,5,2
Student 8490,9490,2.65,8,11,14,1
Student 8491,9491,1.7,8,12,3,0
Student 8492,9492,1.28,3,11,1,5
Student 8493,9493,4.14,10,9,8,1
Student 8494,9494,0.88,0,12,3,0
Student 8495,9495,2.16,0,12,6,4
Student 8496,9496,1.08,8,12,0,0
Student 8497,9497,1.93,2,10,14,3
Student 8498,9498,1.93,7,11,7,2
Student 8499,9499,1.81,2,11,2,3
Student 8500,9500,2.23,10,11,15,0
Student 8501,9501,2.2,3,11,0,1
Student 8502,9502,3.47,8,11,15,5
Student 8503,9503,0.71,8,12,11,3
Student 8504,9504,2.75,1,12,14,4
Student 8505,9505,2.89,3,9,9,2
Student 8506,9506,3.41,5,12,5,4
Student 8507,9507,2.98,3,10,3,4
Student 8508,9508,3.74,9,10,11,2
Student 8509,9509,4.18,2,12,0,5
Student 8510,9510,1.54,4,9,0,4
Student 8511,9511,1.75,7,10,12,3
Student 8512,9512,3.26,8,12,10,0
Student 8513,9513,3.53,4,9,10,1
Student 8514,9514,3.07,7,11,8,4
Student 8515,9515,1.92,2,10,4,1
Student 8516,9516,1.07,6,9,1,3
Student 8517,9517,3.86,6,9,14,0
Student 8518,9518,2.75,10,11,12,1
Student 8519,9519,1.45,7,12,11,5
Student 8520,9520,2.23,3,12,2,1
Student 8521,9521,4.18,1,11,2,3
Student 8522,9522,1.65,0,12,14,3
Student 8523,9523,1.3,0,11,7,5
Student 8524,9524,0.9,6,9,5,2
Student 8525,9525,2.22,6,10,8,0
Student 8526,9526,0.7,7,9,15,4
Student 8527,9527,2.72,10,11,13,0
Student 8528,9528,2.1,4,9,13,1
Student 8529,9529,1.08,10,11,10,0
Student 8530,9530,0.62,2,12,6,4
Student 8531,9531,1.55,10,11,8,2
Student 8532,9532,2.83,6,9,1,1
Student 8533,9533,0.98,0,10,15,3
Student 8534,9534,4.28,1,11,9,2
Student 8535,9535,3.76,7,10,12,0
Student 8536,9536,0.93,8,9,14,1
Student 8537,9537,1.99,0,9,4,4
Student 8538,9538,3.86,2,9,3,1
Student 8539,9539,3.77,2,9,4,3
Student 8540,9540,3.42,10,10,10,3
Student 8541,9541,1.51,10,12,11,1
Student 8542,9542,0.8,5,12,9,0
Student 8543,9543,2.54,7,9,3,3
Student 8544,9544,2.47,7,11,14,0
Student 8545,9545,2.51,4,11,4,5
Student 8546,9546,3.77,8,11,2,1
Student 8547,9547,2.61,1,10,10,0
Student 8548,9548,2.64,4,11,5,5
Student 8549,9549,1.67,0,12,8,1
Student 8550,9550,3.95,7,11,13,2
Student 8551,9551,2.68,4,10,2,4
Student 8552,9552,1.61,0,10,0,0
Student 8553,9553,1.92,4,12,3,2
Student 8554,9554,1.2,8,9,15,5
Student 8555,9555,2.81,4,11,12,2
Student 8556,9556,3.54,1,9,3,1
Student 8557,9557,3.82,1,12,10,5
Student 8558,9558,4.14,9,11,11,1
Student 8559,9559,3.43,1,12,12,5
Student 8560,9560,0.71,6,10,10,4
Student 8561,9561,0.61,8,12,0,3
Student 8562,9562,2.95,4,10,13,0
Student 8563,9563,3.61,8,11,10,4
Student 8564,9564,3.04,2,10,15,2
Student 8565,9565,1.18,0,11,3,1
Student 8566,9566,0.99,3,11,11,5
Student 8567,9567,1.3,4,11,8,4
Student 8568,9568,2.13,2,10,7,1
Student 8569,9569,3.21,10,9,2,3
Student 8570,9570,1.4,9,9,9,0
Student 8571,9571,0.89,9,10,10,4
Student 8572,9572,2.43,10,10,6,1
Student 8573,9573,1.43,2,10,1,3
Student 8574,9574,1.74,5,10,0,1
Student 8575,9575,3.5,7,9,3,3
Student 8576,9576,1.41,9,10,3,3
Student 8577,9577,0.96,0,12,14,0
Student 8578,9578,1.81,3,9,13,3
Student 8579,9579,0.79,7,10,5,3
Student 8580,9580,3.74,5,11,7,2
Student 8581,9581,1.69,3,10,7,2
Student 8582,9582,2.57,1,9,12,3
Student 8583,9583,2.95,3,9,5,2
Student 8584,9584,1.0,3,12,9,2
Student 8585,9585,1.56,9,9,11,3
Student 8586,9586,3.61,5,10,12,4
Student 8587,9587,3.54,1,10,7,2
Student 8588,9588,0.7,4,11,9,2
Student 8589,9589,0.7,3,10,5,2
Student 8590,9590,1.59,5,12,14,5
Student 8591,9591,1.58,0,11,10,0
Student 8592,9592,1.41,7,11,2,3
Student 8593,9593,2.0,4,9,11,4
Student 8594,9594,1.12,2,9,3,5
Student 8595,9595,0.64,2,11,15,5
Student 8596,9596,3.85,10,11,1,2
Student 8597,9597,1.85,7,9,14,4
Student 8598,9598,3.8,3,11,2,4
Student 8599,9599,1.6,0,9,11,4
Student 8600,9600,2.72,9,12,12,0
Student 8601,9601,1.6,6,10,4,0
Student 8602,9602,2.23,1,11,2,2
Student 8603,9603,3.88,10,10,1,3
Student 8604,9604,1.17,0,9,13,1
Student 8605,9605,1.19,4,10,11,5
Student 8606,9606,1.97,3,12,3,3
Student 8607,9607,1.44,9,12,0,5
Student 8608,9608,1.16,7,12,3,3
Student 8609,9609,4.29,5,9,6,0
Student 8610,9610,4.14,8,9,14,5
Student 8611,9611,1.66,3,11,3,5
Student 8612,9612,3.08,3,12,5,0
Student 8613,9613,3.67,8,12,10,3
Student 8614,9614,3.78,7,10,13,1
Student 8615,9615,4.18,10,9,13,4
Student 8616,9616,1.67,8,11,1,5
Student 8617,9617,0.5,2,10,11,1
Student 8618,9618,3.86,2,11,5,5
Student 8619,9619,1.35,0,11,15,0
Student 8620,9620,2.08,4,9,7,5
Student 8621,9621,1.56,5,12,0,1
Student 8622,9622,1.64,5,11,6,0
Student 8623,9623,1.63,9,11,14,3
Student 8624,9624,1.57,4,11,1,4
Student 8625,9625,1.65,10,9,15,2
Student 8626,9626,3.62,5,12,1,4
Student 8627,9627,3.79,4,10,8,3
Student 8628,9628,4.08,4,9,12,2
Student 8629,9629,2.37,7,11,9,3
Student 8630,9630,1.83,7,11,9,5
Student 8631,9631,2.81,5,12,0,1
Student 8632,9632,1.62,4,12,10,0
Student 8633,9633,1.42,9,12,3,0
Student 8634,9634,3.3,2,11,2,5
Student 8635,9635,0.57,9,11,6,4
Student 8636,9636,4.02,0,9,11,0
Student 8637,9637,3.29,3,9,11,0
Student 8638,9638,2.6,1,9,9,2
Student 8639,9639,2.98,2,10,15,0
Student 8640,9640,1.35,0,10,1,5
Student 8641,9641,3.29,4,10,2,1
Student 8642,9642,2.4,4,11,14,4
Student 8643,9643,3.84,4,10,4,0
Student 8644,9644,0.86,10,11,11,1
Student 8645,9645,2.06,5,12,8,2
Student 8646,9646,2.28,3,9,2,5
Student 8647,9647,2.97,4,10,11,5
Student 8648,9648,1.07,6,11,13,0
Student 8649,9649,3.03,5,11,1,5
Student 8650,9650,0.83,1,9,9,3
Student 8651,9651,2.41,1,12,10,4
Student 8652,9652,1.17,1,12,2,2
Student 8653,9653,2.78,1,12,0,3
Student 8654,9654,2.63,10,11,2,3
Student 8655,9655,3.55,6,11,15,2
Student 8656,9656,3.83,7,10,15,1
Student 8657,9657,2.08,6,12,0,0
Student 8658,9658,3.97,3,9,0,5
Student 8659,9659,2.57,8,9,15,5
Student 8660,9660,4.04,5,11,13,0
Student 8661,9661,1.06,10,9,10,4
Student 8662,9662,0.79,1,10,12,2
Student 8663,9663,2.0,3,11,13,0
Student 8664,9664,1.14,9,12,2,3
Student 8665,9665,3.01,3,9,6,3
Student 8666,9666,4.2,2,10,5,3
Student 8667,9667,3.91,0,12,6,0
Student 8668,9668,2.02,5,10,2,2
Student 8669,9669,3.33,6,9,13,3
Student 8670,9670,2.98,5,11,4,3
Student 8671,9671,3.44,5,9,13,0
Student 8672,9672,2.25,0,9,8,4
Student 8673,9673,1.35,4,12,3,3
Student 8674,9674,3.61,4,10,5,2
Student 8675,9675,4.14,8,11,5,2
Student 8676,9676,1.46,3,11,14,3
Student 8677,9677,0.58,1,11,15,1
Student 8678,9678,2.13,6,11,3,0
Student 8679,9679,1.84,6,9,15,1
Student 8680,9680,1.41,6,11,2,5
Student 8681,9681,3.26,5,11,10,3
Student 8682,9682,1.27,0,11,3,0
Student 8683,9683,3.44,2,9,5,4
Student 8684,9684,2.72,8,9,12,2
Student 8685,9685,3.68,5,12,12,1
Student 8686,9686,0.63,9,9,11,1
Student 8687,9687,1.35,1,12,9,3
Student 8688,9688,2.19,7,10,6,0
Student 8689,9689,3.87,3,11,10,0
Student 8690,9690,1.07,1,9,5,3
Student 8691,9691,2.65,7,11,7,3
Student 8692,9692,4.12,3,12,4,1
Student 8693,9693,4.11,1,12,1,3
Student 8694,9694,1.8,10,10,9,2
Student 8695,9695,1.04,7,9,15,5
Student 8696,9696,2.03,9,9,9,4
Student 8697,9697,4.06,1,12,10,5
Student 8698,9698,3.15,10,11,3,5
Student 8699,9699,1.04,10,9,1,5
Student 8700,9700,1.61,8,11,13,5
Student 8701,9701,2.86,4,11,15,2
Student 8702,9702,2.2,4,11,9,2
Student 8703,9703,0.77,2,9,4,2
Student 8704,9704,3.79,4,9,1,2
Student 8705,9705,3.53,10,12,14,5
Student 8706,9706,3.32,5,10,5,5
Student 8707,9707,2.73,10,9,10,2
Student 8708,9708,3.3,8,12,11,5
Student 8709,9709,3.64,8,9,3,1
Student 8710,9710,1.86,3,9,11,4
Student 8711,9711,3.54,7,9,7,2
Student 8712,9712,1.66,7,11,4,2
Student 8713,9713,1.94,8,11,0,0
Student 8714,9714,2.92,4,10,10,4
Student 8715,9715,0.66,6,9,15,3
Student 8716,9716,3.99,8,9,8,1
Student 8717,9717,4.18,6,11,3,3
Student 8718,9718,3.13,6,9,3,4
Student 8719,9719,2.67,4,11,6,3
Student 8720,9720,1.72,8,12,9,1
Student 8721,9721,1.94,7,12,6,4
Student 8722,9722,3.12,10,12,2,0
Student 8723,9723,2.76,3,9,15,5
Student 8724,9724,1.38,4,12,1,1
Student 8725,9725,0.87,3,10,13,1
Student 8726,9726,2.38,4,10,6,5
Student 8727,9727,2.65,1,9,3,5
Student 8728,9728,1.03,8,10,11,4
Student 8729,9729,1.0,6,12,12,4
Student 8730,9730,3.63,2,12,14,0
Student 8731,9731,2.37,5,11,6,4
Student 8732,9732,2.98,1,11,10,1
Student 8733,9733,3.7,4,9,14,1
Student 8734,9734,0.82,4,10,9,5
Student 8735,9735,1.87,5,10,1,3
Student 8736,9736,1.29,3,11,14,5
Student 8737,9737,2.57,6,10,12,1
Student 8738,9738,3.91,10,12,13,5
Student 8739,9739,3.65,1,9,3,0
Student 8740,9740,3.05,8,12,8,3
Student 8741,9741,0.84,10,9,3,2
Student 8742,9742,2.29,4,10,13,3
Student 8743,9743,3.08,9,10,0,3
Student 8744,9744,3.25,10,10,1,5
Student 8745,9745,2.15,9,11,9,1
Student 8746,9746,1.35,8,9,0,1
Student 8747,9747,2.85,5,11,5,3
Student 8748,9748,2.9,10,10,8,1
Student 8749,9749,2.87,6,11,4,2
Student 8750,9750,0.64,10,9,1,3
Student 8751,9751,2.64,9,12,11,5
Student 8752,9752,1.34,1,9,12,2
Student 8753,9753,1.33,9,12,13,2
Student 8754,9754,2.5,10,9,0,0
Student 8755,9755,1.41,8,11,7,1
Student 8756,9756,2.25,9,10,12,0
Student 8757,9757,0.91,5,12,1,0
Student 8758,9758,3.23,4,9,11,0
Student 8759,9759,2.31,3,10,0,4
Student 8760,9760,0.81,5,12,5,3
Student 8761,9761,3.29,8,11,13,1
Student 8762,9762,3.18,0,11,9,0
Student 8763,9763,4.28,4,10,2,3
Student 8764,9764,2.99,8,10,4,3
Student 8765,9765,1.44,0,10,10,2
Student 8766,9766,3.79,8,11,5,5
Student 8767,9767,3.63,1,11,7,4
Student 8768,9768,4.01,3,11,6,5
Student 8769,9769,0.57,3,12,9,2
Student 8770,9770,1.71,9,10,12,4
Student 8771,9771,3.26,10,9,4,0
Student 8772,9772,3.07,1,10,6,5
Student 8773,9773,4.28,7,11,7,3
Student 8774,9774,3.98,1,12,11,4
Student 8775,9775,3.85,0,11,0,5
Student 8776,9776,1.24,5,12,4,4
Student 8777,9777,0.95,3,12,4,1
Student 8778,9778,2.73,9,11,0,2
Student 8779,9779,1.52,10,10,15,4
Student 8780,9780,2.43,0,11,15,2
Student 8781,9781,0.7,10,11,10,4
Student 8782,9782,2.76,6,11,2,4
Student 8783,9783,4.01,6,12,12,3
Student 8784,9784,3.8,5,9,8,3
Student 8785,9785,1.24,9,9,15,2
Student 8786,9786,2.42,8,12,9,4
Student 8787,9787,1.65,9,11,1,4
Student 8788,9788,1.47,7,10,3,2
Student 8789,9789,0.83,0,11,8,2
Student 8790,9790,3.53,1,9,1,3
Student 8791,9791,4.23,10,9,13,0
Student 8792,9792,2.76,3,11,15,3
Student 8793,9793,1.98,9,10,3,4
Student 8794,9794,1.57,5,9,10,0
Student 8795,9795,2.03,8,10,4,4
Student 8796,9796,2.37,2,9,15,2
Student 8797,9797,0.53,0,10,14,4
Student 8798,9798,3.97,8,9,2,4
Student 8799,9799,1.32,0,12,15,2
Student 8800,9800,3.49,1,10,15,3
Student 8801,9801,3.07,5,11,3,4
Student 8802,9802,0.92,1,10,4,0
Student 8803,9803,3.57,6,9,3,2
Student 8804,9804,2.2,9,9,4,2
Student 8805,9805,0.87,0,10,14,2
Student 8806,9806,4.25,8,12,12,5
Student 8807,9807,0.61,1,9,4,0
Student 8808,9808,1.38,2,12,8,4
Student 8809,9809,1.21,8,12,15,4
Student 8810,9810,2.34,9,10,10,0
Student 8811,9811,3.92,7,9,8,1
Student 8812,9812,1.26,2,9,9,0
Student 8813,9813,3.52,9,9,1,5
Student 8814,9814,0.81,5,11,11,5
Student 8815,9815,3.9,2,12,10,2
Student 8816,9816,2.95,8,9,7,1
Student 8817,9817,1.63,1,9,7,2
Student 8818,9818,3.9,3,9,11,4
Student 8819,9819,2.83,2,12,14,2
Student 8820,9820,3.82,0,10,15,4
Student 8821,9821,1.12,6,12,8,1
Student 8822,9822,2.29,3,11,14,4
Student 8823,9823,2.25,3,10,8,5
Student 8824,9824,4.26,3,12,6,3
Student 8825,9825,0.58,8,11,11,3
Student 8826,9826,0.56,3,11,3,3
Student 8827,9827,3.37,1,9,1,5
Student 8828,9828,3.68,2,11,14,2
Student 8829,9829,1.48,3,9,14,0
Student 8830,9830,2.24,4,10,14,5
Student 8831,9831,1.31,4,12,9,1
Student 8832,9832,2.07,5,10,3,3
Student 8833,9833,0.72,4,12,10,3
Student 8834,9834,1.87,4,11,13,3
Student 8835,9835,1.69,6,12,5,3
Student 8836,9836,3.92,5,11,6,0
Student 8837,9837,2.96,2,11,15,2
Student 8838,9838,2.8,4,9,13,1
Student 8839,9839,2.62,1,12,9,3
Student 8840,9840,3.27,9,9,2,0
Student 8841,9841,1.68,4,9,8,4
Student 8842,9842,0.83,6,10,13,4
Student 8843,9843,2.82,10,12,0,3
Student 8844,9844,0.65,4,11,15,4
Student 8845,9845,3.3,4,9,4,4
Student 8846,9846,3.18,1,11,11,5
Student 8847,9847,3.21,7,10,11,0
Student 8848,9848,0.99,7,9,4,2
Student 8849,9849,3.64,9,12,0,3
Student 8850,9850,4.08,2,10,2,1
Student 8851,9851,0.98,10,12,10,1
Student 8852,9852,0.64,0,12,6,5
Student 8853,9853,3.55,4,11,5,2
Student 8854,9854,0.82,4,10,14,0
Student 8855,9855,1.44,5,11,6,0
Student 8856,9856,2.27,10,9,3,1
Student 8857,9857,1.36,6,12,9,4
Student 8858,9858,3.09,5,10,7,4
Student 8859,9859,2.46,2,9,9,5
Student 8860,9860,1.94,7,12,5,2
Student 8861,9861,4.01,10,9,13,2
Student 8862,9862,0.75,3,9,9,4
Student 8863,9863,3.59,4,10,7,3
Student 8864,9864,1.85,1,10,6,2
Student 8865,9865,1.85,9,12,11,1
Student 8866,9866,1.78,2,9,1,2
Student 8867,9867,2.34,1,9,3,2
Student 8868,9868,1.58,7,11,0,2
Student 8869,9869,0.69,10,9,15,1
Student 8870,9870,1.22,4,12,9,3
Student 8871,9871,2.26,0,9,11,0
Student 8872,9872,4.1,7,12,8,2
Student 8873,9873,3.65,1,9,11,1
Student 8874,9874,2.79,1,9,11,3
Student 8875,9875,2.98,8,11,10,3
Student 8876,9876,0.66,10,9,0,4
Student 8877,9877,2.01,9,11,4,1
Student 8878,9878,3.38,4,10,15,2
Student 8879,9879,3.04,10,12,7,2
Student 8880,9880,1.96,5,10,10,4
Student 8881,9881,1.14,3,12,2,3
Student 8882,9882,1.42,6,12,13,5
Student 8883,9883,2.71,1,12,1,1
Student 8884,9884,3.44,5,9,6,5
Student 8885,9885,4.0,6,12,0,0
Student 8886,9886,2.46,6,9,5,1
Student 8887,9887,1.89,10,12,7,3
Student 8888,9888,1.83,7,12,8,4
Student 8889,9889,0.64,1,12,2,3
Student 8890,9890,4.1,4,12,15,5
Student 8891,9891,0.7,10,11,7,3
Student 8892,9892,0.69,1,12,2,0
Student 8893,9893,3.21,1,12,3,2
Student 8894,9894,2.42,7,10,0,2
Student 8895,9895,2.1,6,10,1,2
Student 8896,9896,2.11,3,9,5,0
Student 8897,9897,3.66,5,12,3,4
Student 8898,9898,2.77,3,10,8,5
Student 8899,9899,1.31,1,10,3,0
Student 8900,9900,3.44,7,9,11,0
Student 8901,9901,1.29,3,10,2,0
Student 8902,9902,0.61,6,9,2,3
Student 8903,9903,3.64,10,11,10,1
Student 8904,9904,2.24,7,12,10,0
Student 8905,9905,1.01,2,11,3,0
Student 8906,9906,2.42,9,12,8,2
Student 8907,9907,2.11,10,11,15,4
Student 8908,9908,1.57,2,10,4,3
Student 8909,9909,0.76,9,10,8,1
Student 8910,9910,2.31,2,11,3,2
Student 8911,9911,1.56,2,9,12,5
Student 8912,9912,3.3,9,11,14,2
Student 8913,9913,1.0,3,10,4,5
Student 8914,9914,3.54,5,12,4,5
Student 8915,9915,1.15,4,9,9,2
Student 8916,9916,1.59,10,12,5,2
Student 8917,9917,1.05,0,11,0,2
Student 8918,9918,1.46,10,9,8,5
Student 8919,9919,1.89,8,10,5,0
Student 8920,9920,2.58,6,10,7,2
Student 8921,9921,0.84,7,10,13,0
Student 8922,9922,0.99,7,11,1,2
Student 8923,9923,0.81,9,9,14,4
Student 8924,9924,2.91,8,11,2,0
Student 8925,9925,3.25,7,10,14,5
Student 8926,9926,2.95,10,9,10,1
Student 8927,9927,2.21,6,11,2,3
Student 8928,9928,0.8,10,11,4,1
Student 8929,9929,4.09,0,11,11,0
Student 8930,9930,4.0,6,9,3,0
Student 8931,9931,1.02,7,12,9,2
Student 8932,9932,2.14,4,9,14,5
Student 8933,9933,2.94,0,10,12,1
Student 8934,9934,2.69,8,11,7,1
Student 8935,9935,2.12,6,9,5,2
Student 8936,9936,3.8,5,9,15,0
Student 8937,9937,0.92,9,12,10,4
Student 8938,9938,2.15,3,9,8,3
Student 8939,9939,4.02,6,9,2,5
Student 8940,9940,3.68,3,10,4,4
Student 8941,9941,4.12,4,12,7,2
Student 8942,9942,1.61,2,9,0,3
Student 8943,9943,3.83,7,10,15,4
Student 8944,9944,3.06,0,12,15,1
Student 8945,9945,4.1,9,9,5,4
Student 8946,9946,1.42,3,9,0,3
Student 8947,9947,3.0,10,9,10,0
Student 8948,9948,2.95,0,12,12,4
Student 8949,9949,2.15,7,12,2,4
Student 8950,9950,0.91,0,11,0,5
Student 8951,9951,2.77,2,9,6,3
Student 8952,9952,1.28,1,10,9,3
Student 8953,9953,3.09,4,9,10,5
Student 8954,9954,4.21,7,10,4,5
Student 8955,9955,1.92,6,12,10,4
Student 8956,9956,1.96,7,10,6,5
Student 8957,9957,3.81,5,12,6,0
Student 8958,9958,1.83,6,11,8,5
Student 8959,9959,1.93,3,12,7,1
Student 8960,9960,0.62,10,9,0,1
Student 8961,9961,1.87,9,11,8,1
Student 8962,9962,3.05,6,12,11,1
Student 8963,9963,3.34,8,9,0,2
Student 8964,9964,2.32,3,12,9,2
Student 8965,9965,2.22,4,9,0,5
Student 8966,9966,2.28,10,9,10,2
Student 8967,9967,3.33,4,12,12,4
Student 8968,9968,1.88,8,9,0,0
Student 8969,9969,2.41,9,11,5,1
Student 8970,9970,0.94,9,9,10,5
Student 8971,9971,3.91,1,12,5,0
Student 8972,9972,3.91,4,11,11,5
Student 8973,9973,0.97,6,9,1,2
Student 8974,9974,3.79,8,11,11,5
Student 8975,9975,0.55,0,9,12,0
Student 8976,9976,2.74,2,11,6,3
Student 8977,9977,3.3,10,11,14,3
Student 8978,9978,2.74,10,11,12,0
Student 8979,9979,1.38,5,9,15,2
Student 8980,9980,1.59,1,12,11,5
Student 8981,9981,3.12,4,12,5,2
Student 8982,9982,2.09,9,9,9,5
Student 8983,9983,3.76,3,9,0,1
Student 8984,9984,3.35,3,12,8,2
Student 8985,9985,3.37,4,12,9,5
Student 8986,9986,2.77,4,11,11,5
Student 8987,9987,0.86,2,11,15,5
Student 8988,9988,0.93,9,12,8,5
Student 8989,9989,4.2,8,12,7,4
Student 8990,9990,2.0,8,9,5,1
Student 8991,9991,2.3,2,10,0,1
Student 8992,9992,3.78,0,11,9,2
Student 8993,9993,2.18,0,11,3,5
Student 8994,9994,3.17,3,9,11,4
Student 8995,9995,2.28,9,10,14,5
Student 8996,9996,2.37,3,9,3,3
Student 8997,9997,0.82,6,11,4,3
Student 8998,9998,2.99,4,12,7,2
Student 8999,9999,3.95,3,11,13,1
Student 9000,10000,2.69,2,10,7,0
Student 9001,10001,3.53,8,12,12,2
Student 9002,10002,0.95,5,10,10,4
Student 9003,10003,1.76,9,9,2,0
Student 9004,10004,3.23,7,10,7,2
Student 9005,10005,2.82,0,10,3,5
Student 9006,10006,2.97,9,12,4,2
Student 9007,10007,2.8,4,12,6,0
Student 9008,10008,4.2,7,12,8,3
Student 9009,10009,1.17,10,9,9,2
Student 9010,10010,2.21,6,12,2,3
Student 9011,10011,4.09,8,11,5,1
Student 9012,10012,3.38,10,9,4,4
Student 9013,10013,3.48,0,11,9,3
Student 9014,10014,3.85,9,11,9,4
Student 9015,10015,0.67,10,11,9,2
Student 9016,10016,1.4,9,11,0,5
Student 9017,10017,0.9,2,10,10,0
Student 9018,10018,1.06,10,9,7,2
Student 9019,10019,1.52,5,9,7,1
Student 9020,10020,1.28,0,11,8,4
Student 9021,10021,3.79,0,12,7,2
Student 9022,10022,3.23,0,12,15,4
Student 9023,10023,2.86,6,11,3,1
Student 9024,10024,3.13,5,12,15,3
Student 9025,10025,0.94,4,10,2,2
Student 9026,10026,2.7,6,9,6,3
Student 9027,10027,4.18,4,12,14,0
Student 9028,10028,2.39,2,10,3,3
Student 9029,10029,3.14,7,12,0,3
Student 9030,10030,3.27,8,11,4,0
Student 9031,10031,3.24,8,10,13,2
Student 9032,10032,0.51,0,11,11,2
Student 9033,10033,2.46,7,9,7,1
Student 9034,10034,4.3,6,10,15,3
Student 9035,10035,2.36,6,12,0,1
Student 9036,10036,3.72,4,11,7,5
Student 9037,10037,0.82,5,11,0,4
Student 9038,10038,3.03,3,12,2,2
Student 9039,10039,2.79,10,10,15,0
Student 9040,10040,2.49,0,12,13,5
Student 9041,10041,2.27,8,12,11,2
Student 9042,10042,1.83,10,12,7,5
Student 9043,10043,0.8,2,11,1,4
Student 9044,10044,1.25,3,11,13,3
Student 9045,10045,3.25,3,10,5,5
Student 9046,10046,0.9,2,10,5,3
Student 9047,10047,3.54,8,12,1,5
Student 9048,10048,0.94,5,11,2,1
Student 9049,10049,2.41,4,10,15,2
Student 9050,10050,3.98,8,10,10,2
Student 9051,10051,1.14,3,9,4,4
Student 9052,10052,2.87,6,11,0,2
Student 9053,10053,3.17,10,11,7,3
Student 9054,10054,2.44,5,9,1,5
Student 9055,10055,1.29,4,11,14,3
Student 9056,10056,2.75,9,9,10,5
Student 9057,10057,3.01,10,9,10,2
Student 9058,10058,1.79,0,12,11,4
Student 9059,10059,1.88,7,10,15,2
Student 9060,10060,3.45,8,12,4,0
Student 9061,10061,0.64,4,11,13,1
Student 9062,10062,1.82,10,10,3,3
Student 9063,10063,2.94,0,12,12,0
Student 9064,10064,3.78,7,10,11,4
Student 9065,10065,1.39,1,10,9,5
Student 9066,10066,0.73,3,10,1,3
Student 9067,10067,2.55,5,12,14,0
Student 9068,10068,3.93,6,12,10,5
Student 9069,10069,1.9,10,9,2,1
Student 9070,10070,2.54,4,9,2,1
Student 9071,10071,3.16,8,12,14,4
Student 9072,10072,4.01,8,11,13,1
Student 9073,10073,2.38,5,12,12,4
Student 9074,10074,0.58,4,9,11,1
Student 9075,10075,1.53,10,12,5,1
Student 9076,10076,3.03,8,11,6,4
Student 9077,10077,1.7,6,12,4,1
Student 9078,10078,3.09,9,9,14,1
Student 9079,10079,1.21,7,11,3,0
Student 9080,10080,2.08,9,10,12,5
Student 9081,10081,0.94,1,9,5,5
Student 9082,10082,1.3,6,10,0,2
Student 9083,10083,0.99,6,11,9,5
Student 9084,10084,3.38,6,9,15,3
Student 9085,10085,3.56,2,10,13,3
Student 9086,10086,0.92,5,11,11,2
Student 9087,10087,2.94,0,10,2,4
Student 9088,10088,1.97,0,11,9,2
Student 9089,10089,3.29,5,12,9,2
Student 9090,10090,4.28,3,12,14,3
Student 9091,10091,0.6,0,11,3,0
Student 9092,10092,3.91,6,12,8,5
Student 9093,10093,1.72,7,10,4,5
Student 9094,10094,3.35,9,12,5,3
Student 9095,10095,1.92,8,12,14,5
Student 9096,10096,2.91,1,11,5,2
Student 9097,10097,2.95,3,10,12,1
Student 9098,10098,2.77,9,9,4,3
Student 9099,10099,0.52,2,10,2,1
Student 9100,10100,3.8,8,12,4,3
Student 9101,10101,1.98,2,11,5,5
Student 9102,10102,3.06,1,10,11,0
Student 9103,10103,3.99,7,10,13,3
Student 9104,10104,3.41,4,11,5,2
Student 9105,10105,4.13,10,11,2,1
Student 9106,10106,3.73,0,10,4,0
Student 9107,10107,2.91,2,9,12,3
Student 9108,10108,1.43,3,9,0,1
Student 9109,10109,4.12,10,12,13,1
Student 9110,10110,4.04,0,12,6,3
Student 9111,10111,2.81,0,12,1,2
Student 9112,10112,3.45,3,12,8,2
Student 9113,10113,3.27,4,11,10,5
Student 9114,10114,2.02,10,9,12,3
Student 9115,10115,1.17,1,12,4,3
Student 9116,10116,4.23,4,11,3,0
Student 9117,10117,3.57,5,9,5,1
Student 9118,10118,2.47,9,9,6,4
Student 9119,10119,2.58,8,12,12,2
Student 9120,10120,2.87,0,10,8,4
Student 9121,10121,3.99,6,9,6,0
Student 9122,10122,0.79,7,10,4,0
Student 9123,10123,2.37,10,11,3,2
Student 9124,10124,4.13,8,11,5,2
Student 9125,10125,2.19,3,10,1,4
Student 9126,10126,4.22,1,9,10,0
Student 9127,10127,3.73,2,10,3,3
Student 9128,10128,4.2,4,9,7,5
Student 9129,10129,1.95,3,9,1,5
Student 9130,10130,2.36,0,9,0,0
Student 9131,10131,2.79,1,10,10,4
Student 9132,10132,1.36,0,11,12,3
